tweets;Classification
"É um absurdo e extremamente lamentável, a forma como o povo brasileiro vem sendo enganado pela extrema direita desde as eleições de 2018. Só para ilustrar a situação, hoje, 04/10/2022, saí para comprar algumas coisas, e, em dois lugares diferentes ouvi pessoas espalhando
	";Negativo
"Se, de um lado, o PDT anuncia apoio a Lula (posição do partido e não, necessariamente de Ciro Gomes), de outro, Bolsonaro se apresenta ao lado de mais um governador que se reelegeu no 1° turno (reforçando o foco que terá no Sudeste)  #Eleicoes2022
	";Neutro
"OLHA COMO O GOLPE DE MORO E BOZÓ EM 2018 DEU SUPER CERT0! QUEM DÚVIDA DISSO ?   SO LOVE, SÓ LOVE!Bolsonaro conversa com Moro e diz que passado está 'superado' | Eleições 2022 | O Globo
	";Neutro
"Muito obrigado a todos vocês que acreditaram no que propus para nós, que acreditam no meu trabalho e que também desejam um futuro próspero para nós e nossas famílias.A política me faz uma pessoa melhor e sou eternamente grato a todos que encontrei nesta jornada.#Eleicoes2022
	";Neutro
"Esse vídeo do bolsonaro na maçonaria foi o último suspiro do governo dele. Agora nem os crentes querem mais #Eleicoes2022
	";Negativo
"Deus proteja nosso povo Brasileiro, ele (Bolsonaro) é um covarde! Ele nunca mais! #Eleicoes2022 #LulaPresidente2022
	";Negativo
"Lula respira provavelmente com os apoios de Simone e Ciro, logo depois da debanda de governadores para Bolsonaro… #Eleicoes2022
	";Neutro
"Bolsonaro reeleito no 2º TURNO das eleições de 2022.
	";Positivo
"Carlos Lupi, presidente do PDT, acaba de declarar que o partido apoiará Lula no segundo turno #eleições2022
	";Positivo
"Ciro Gomes e PDT declaram oficialmente apoio a Lula no 2º turno. #Eleicoes2022
	";Positivo
"#LulaNoSegundoTurno #Eleicoes2022 #Lula13Presidente
	";Negativo
"sabia q esses caras iam dar um jeito de colocar maçonaria nas eleições de 2022
	";Neutro
"Estou me sentindo traída. Defendi BOLSONARO do indefensável. Estive sempre ao lado do PRESIDENTE. E agora descubro laços dele com a maçonaria. Lamentável. Infelizmente, votarei no nove dedos neste segundo turno.
	";Positivo
"A verdade pode demorar mas sempre prevalece! #Eleicoes2022
	";Negativo
"A corja de Bolsonaro criou fake news de Lula no satanismo e o que aconteceu foi que desenterraram um vídeo VERÍDICO do Bolsonaro na Maçonaria kkkkkkkkkkkkkk muito que bem
	";Neutro
"A tentativa de gópi do exército de Brancaleone nas eleições 2022 https://youtu.be/mypq8-ZIYWA via @YouTube
	";Neutro
"Agora é o segundo turno das eleições 2022, em quem você irá votar ? Enquete/ Eleições / TRE / Brasil / SBT / Globo / Band / Record / #Bolsonaro / #Lula  / #Eleições2022 / Voto / Seleção Brasileira / Copa do Mundo / PT / PL / Lula / Bolsonaro / 2° turno
	";Positivo
"Pela minha filha, pelo meu País e pelos valores da  família italiana católica eu sou CONTRA a maçonaria. Bolsonaro demonio NUNCA mais! Dia 30 eu serei #LulaNoSegundoTurno pois um ladrão eu aceito mas um Demônio NUNCA #EstamosComDeus  #Eleicoes2022
	";Negativo
"O descondenado MENTE!Ele quer enganar os conservadores. #Eleições2022
	";Negativo
"Ontem no Roda Viva, Boulos deu com a língua nos dentes e disse que Alckmin só foi convidado para ser vice de Lula para dar uma aparência de ""frente democrática"" à candidatura do PT, mas que o governo será um governo petista puro-sangue. Ou seja, confessou o estelionato.
	";Neutro
"PDT, com apoio de Ciro Gomes, acabam de anunciar apoio a candidatura de Lula no 2° Turno! Dessa vez não teve Paris, vitória da Democracia.#Eleicoes2022 #SegundoTurno
	";Positivo
"@PDT_Nacional e @cirogomes apoiam @LulaOficial para o 2° turno.  Alguém faz a mão do PDT segurando uma estrela? #PDTcomLula #CiroComLula #Eleicoes2022
	";Negativo
"Escutem o Zema. Quando te dizem que viveram bem no Governo Lula, foi às custas de endividamento do Estado. Ilusionismo. Explodiu no Governo Dilma. Não se iludam!!!
	";Neutro
"Quando acaba às eleições e eu percebo que não tenho mais amigos. Espero que vocês me acolham #Eleicoes2022 #LulaNoSegundoTurno #LulaPresidente2022 #RoçaAFazenda
	";Negativo
" Ciro Gomes e PDT declararam apoio a Lula no 2º turno da eleição. #Eleicoes2022
	";Positivo
"Gurizada em pleno 2022, ano da eleições, copa do mundo... não aprenderam que politica, futebol e religião nao se discuti.
	";Negativo
"PDT anuncia apoio a Lula no segundo turno das eleições, e Ciro Gomes seguirá decisão https://portalsbn.com.br/pdt-anuncia-apoio-a-lula-no-segundo-turno-das-eleicoes-e-ciro-gomes-seguira-decisao… #ELEIÇÕES 2022 via @PortalSBN
	";Positivo
"Lupi sendo muito claro e incisivo. #Eleicoes2022 #apoioPDT #lupi
	";Negativo
"Quais foram os 14 governadores eleitos no primeiro turno das Eleições 2022
	";Positivo
"Ainda bem que nas eleições de 2022 sabendo das possibilidades, pelo menos evitei a vergonha de apoiar o Lula no 1º turno. Algo que a gente não pode falar dos comunistas com Lula. KkkkÉ brincadeira mas nem tanto.kkkk
	";Neutro
"O olho que tudo ver esta de olho em você crente bolsonarista.. bora de 13 e acabar com essa farça#Eleicoes2022 #LulaNoSegundoTurno #BolsonaroReeleitoEm2022
	";Neutro
"Número de votos de Ciro Gomes no Ceará cai 81% em relação a 2018 | Eleições 2022 no Ceará | g1
	";Positivo
"O Brasil tá tão doido, com tantos fanáticos religiosos que o candidato a presidente precisa fazer um post afirmando que nunca conversou com o diabo vcs tem noção? #Eleicoes2022
	";Negativo
"URGENTE: O presidente do PDT, Carlos Lupi, anuncia que o partido apoiará, de forma unânime, a candidatura de Lula (PT), no segundo turno.#Eleicoes2022
	";Positivo
"Imagina o pesadelo que é ser jornalista em 2022 no Brasil nesse mês de eleições
	";Negativo
"Mulher, negra, assalariada, com filho homossexual com casa própria graças ao projeto minha casa minha vida, perdeu parentes pra covid por falta de vacina, Mas não vota no lula porque ele não fez nada pelo país! #LulaPresidente2022 #Eleicoes2022
	";Neutro
"Será que foi a Maçonaria que deixou o Bolson@ro IMBROCHÁVEL??#Eleicoes2022 #JairMaconaria #FalsoMessias #JairNaoÉCristão
	";Negativo
"AGORA : PDT acabou de confirmar apoio à Lula no segundo turno.#Eleicoes2022
	";Positivo
"Não perca ,está oportunidade de realizar seu ,EMPRÉSTIMO CONSIGNADO DO AUXÍLIO BRASIL . Pagamento começa agora dia 10/10.Corra e faça seu pedido Whatsapp 19992238102. #Campinas #Eleicoes2022
	";Negativo
"O PDT e Ciro Gomes declaram que vão apoiar Lula (PT) no segundo turno das eleições presidenciais. #Eleicoes2022
	";Positivo
"LEVANTA BRASIL E MOSTRA A TUA FORÇA.  VOTE 13 E CONFIRME.13 NELEEEEEEEES GALERA!#Eleicoes2022 #LulaNoSegundoTurno #LulaPresidente2022
	";Negativo
"ELE VAI CAIR PELAS MAOS DA PROPRIA BANCADA EVANGELICA, QUE DELICIA SILVERINHA#ELEICOES2022
	";Negativo
"Isso é muito grave! Infelizmente votei no lula no 1 turno, mas nesse segundo turno irei me retratar. Não posso votar em quem está do lado do satanismo e do mal  #Lula13 #LulaNoSegundoTurno#LulaPresidente2022 #HouseOfTheDragon #LulaDay #Eleicoes2022 #LulaNuncaMais #Bolsonaro22
	";Positivo
"Ciro Gomes participou da reunião remotamente. ""Falo pelo partido, e ele (Ciro), disse que endossa integralmente a decisão"", comentou Carlos Lupi em coletiva de imprensa #Eleições2022
	";Neutro
"Eu ainda não conseguir entender, essas pessoas que ganham a vida expondo sua opinião na internet, dando apoio ao candidato que já deixou claro, que uns dos seus principais planos de governo é a ""regulamentação da mídia"". #Eleicoes2022 #
	";Neutro
"Um povo unido, um país é forte, um povo dividido, um país é fraco e vulnerável.Parem de se atacar, senão seram domíniados. #Eleicoes2022
	";Negativo
"Título clonado em Queimados, RJ | Eleições 2022
	";Negativo
"PDT anuncia apoio a Lula no segundo turno das eleições | Eleições 2022 | O Globo
	";Positivo
" Partido de Ciro Gomes declara que apoiará a candidatura de LULA para o segundo turno. #eleicoes2022
	";Positivo
"***PDT DECIDE APOIAR LULA NO SEGUNDO TURNO..Tendência é que Ciro faça o mesmo, mas ainda não há pronunciamento.#eleicoes2022
	";Positivo
"Vem com a gente @cirogomes e @PDT_Nacional juntos na lutaaaa! Obrigada ao partido por apoiar a democracia #LulaPresidente2022 #Eleicoes2022
	";Negativo
"NAO PODEMOS APOIAR O DEMONIO Meu voto no segundo turno é #Lula Essa é a foto do meu pai que foi militar e sofreu com a Ditadura  #Eleicoes2022
	";Positivo
"Carlos Lupi sendo super incisivo contra Bolsonaro #eleicoes2022 #lulapresidente2022 #lulapresidente #lulanosegundoturno JAIR MAÇONARO
	";Negativo
"""Ain, os nordestinos ferraram tudo dando vitória ao Lulo no primeiro turno"".Região que o Bolsonaro perdeu mais votos: Sudeste.#Eleicoes2022
	";Negativo
"Gente Kkkkkkkkkkkkk #ForaBolsonaro #Eleicoes2022
	";Negativo
"Por que o Mourão tá fantasiado de Gmail?
	";Negativo
"Eleição histórica: Thiago Auricchio é reeleito deputado estadual com 123.483 votos - ABC Agora https://abcagora.com.br/eleicao-historica-thiago-auricchio-e-reeleito-deputado-estadual-com-123-483-votos/… #Eleicoes2022 #thiagoauricchio #ALESP
	";Negativo
"Jair Messias maçonaro faz arminha com a mão cristãos #Eleicoes2022
	";Negativo
"Lula ganhou de lavada na Europa, o que inclui a cidade do Porto e de Lisboa em Portugal.
	";Neutro
"Sabia que os BOLSOMINIONS Iam passar pano kkkkkQuerem votar no #Bolsonaro22 ? Votem mas não diga que é por valores cristãos pq NÃO É CRISTÃO DE VERDADE NÃO VOTA NO  FALSO MESSIAS#LulaPresidente2022 #Eleicoes2022 #evangelicos #cancaonova #catolicos #cristaos
	";Neutro
"A mente do crente bolsonarista funciona assim:Montagem feita em 2 minutos com uma careta do Lula com a frase ""Lula roubou 200 bilhoes da Petrobras"": VERDADE, CORRUPTOVídeo do Bolsonaro discursando na Maçonaria: mentira, video editado, manipulado
	";Neutro
"Título clonado em Magda, SP | Eleições 2022
	";Negativo
"PDT COM LULA #Eleicoes2022
	";Negativo
"PDT de Ciro Gomes vai apoiar Lula no segundo turno. #Eleicoes2022 #Eleições2022
	";Positivo
" URGENTE: O presidente do PDT, Carlos Lupi, anuncia que o partido apoiará, de forma unânime, a candidatura de Lula (PT), no segundo turno.
	";Positivo
"22 é o CRLHHH #Eleicoes2022
	";Negativo
"Lupi declarou AGORA ao vivo apoio ao Lula, a decisão do partido foi unânime! #Eleicoes2022
	";Negativo
"""Foi uma decisão unânime"", disse o presidente do PDT#Eleicoes2022
	";Negativo
"Como denunciar fake News no zap, Twitter, Facebook e Instagram.
	";Negativo
"Essa é minha família linda, sou conservadora Italiana e toda minha família agrada a Deus, Estou decepcionada com o nosso presidente, meu voto agora é 13, pela Família e pela Igreja #TBT #Eleicoes2022
	";Negativo
"Justiça Eleitoral faz balanço positivo do primeiro turno das Eleições 2022.Em Santa Catarina haverá segundo turno para governador do Estado e presidente da República.
	";Positivo
"Pastor Andre Valadão da igreja Lagoinha dizendo que cristão NÃO PODE FREQUENTAR A MAÇONARIAESPALHEM ANTES QUE O DISCURSO DELES MUDE
	";Negativo
"Você votou em quem no segundo turno? @jairbolsonaro  #BolsonaroNoPrimeiroTurno22  #fraude #Eleicoes2022
	";Negativo
"Jair o falso Messias! Vaza vídeo de Bolsonaro pedindo votos para a Maçonaria e tirando foto ao lado de símbolos maçonicos #Eleicoes2022 #ForaBolsonaro #LulaNoSegundoTurno
	";Neutro
"2022 e o povo vendo que oq o Cabo Daciolo falava não era tão loucura assim. #Eleicoes2022
	";Negativo
"#Eleicoes2022 #ForaBolsonaroGenocida
	";Negativo
"Esse daq tbm é perfeitohttps://vm.tiktok.com/ZMFFhucqW/
	";Negativo
"PDT apoia Lula.12 + 1#Eleicoes2022
	";Negativo
"O vascaíno Casimiro Miguel declara apoio a Lula nas #Eleicoes2022 #EleicoesBrasil2022 #Eleições2022 #VascoDaGama @PapoNaColina A mis amigos del mundo hispanoamericano: Casimiro es nuestro Ibai Llanos.
	";Negativo
"FEED ESTADÃO: Streamer Casimiro declara apoio a Lula no segundo turno; veja vídeohttps://bit.ly/3fHpZgj
	";Positivo
"Título clonado em Blumenau, SC | Eleições 2022
	";Negativo
"FINALMENTE ALGUM BOLSONARISTA ACORDOU!!!#Eleicoes2022
	";Negativo
"O Lula não conseguiu ganhar no primeiro turno, faltou um dedinho só…#Eleicoes2022
	";Negativo
"Cristão que é cristão não vota em presidente satanista!!13 NELES BRASIL #LulaNoSegundoTurno #LulaPresidente2022 #Eleicoes2022
	";Negativo
"ME ENCONTRO EXTREMAMENTE DECEPCIONADA, QUE DECEPÇÃO  em favor da família, da fé irei de LULA no 2° TURNO, o Bolsonaro é uma farsa com esse discurso sobre DeusBOLSONARO MAÇONARISTA DECEPÇÃO! 
	";Neutro
"Candidata a deputada estadual em SP recebe apenas um voto nas Eleições 2022- Thamires Oliveira (Agir) alega que seu partido não deu assistência#DeputadaEstadual #Candidata #Brasil #Eleições #ThamiresOliveira Saiba mais:
	";Negativo
"#Eleições2022: “Importante ato de carinho do povo baiano”, diz Cacá Leão sobre os mais de 1,8 milhão de votos
	";Neutro
"Estou ao vivo no Programa Jefferson Coronel na rádio e TV Rio Mar falando sobre as eleições 2022 e nossa campanha pela eleição de Lula no 2º turno
	";Positivo
"É meus amigos, estamos entre a cruz e a espada... Que Deus tenha misericórdia do Brasil #Eleicoes2022
	";Negativo
"Escolha sábia  parabéns.#PTNuncaMais #Eleicoes2022
	";Negativo
"Vem com o 13 sem medo BRASIL! #Eleicoes2022 #LulaNoSegundoTurno #LulaPresidente2022
	";Negativo
"QUE DECEPÇÃO!! ESTOU COMPLETAMENTE ARREPENDIDO DE TER APOIADO JAIR BOLSONARO NO 1º TURNO! EM DEFESA DA IGREJA E DA FAMÍLIA, IREI DE LULA NO 2º TURNOMAÇONARIA JAMAIS!CONHECEREIS A VERDADE E A VERDADE VOS LIBERTARÁJOÃO 8:32 
	";Neutro
"essa moça evangélica faz um serviço tão grande a favor do lula no tico teco, desmentindo fake news e isso alcança tantas pessoas! só esse vídeo dela tem 461k de likes e quase 14k de comentários! a equipe de comunicação de lula precisa entrar em contato com ela.@jairmearrependi
	";Neutro
"QUE DECEPÇÃO! EU COMO PAI CRISTAO PREZO PELOS VALORES DA FAMILIA CRISTÃ! JAMAIS VOU VOTAR EM SATANISTA ENTRE LADRAO E ADORADOR DO INIMIGO EU VOTO LADRAO! INFELIZMENTE NESTE 2º TURNO ESTAREI VOTANDO NO 9 DEDOS! VOLTA LOGO JESUS CRISTO DE NAZARÉ O INIMIGO TOMOU CONTA#Eleições2022
	";Neutro
"Você pode procurar as leis no Google.#Eleicoes2022 #LulaPresidente2022
	";Negativo
"Vote certo, Vote 13! #Eleicoes2022 #LulaNoSegundoTurno #LulaPresidente2022
	";Negativo
"QUE DECEPÇÃO!!!! TODOS NÓS CRISTÃOS NAO PODEMOS ACEITAR ISSO.Infelizmente não sobra opção vou ter que ir no nove dedo.Precisamos defender a família da ameaças do capeta. CONVOCO VOCÊ  A ORAR POR NOSSA NAÇÃO E TIRAR ELA DAS MÃOS DE UM PRESIDENTE VENDIDO PARA O CÃO twitter.com/poponze/status…
	";Neutro
"A maior certeza que se tem do primeiro turno das eleições 2022 é que era @jairbolsonaro x mais do mesmo. A cara de quem votou nas outras opções sabendo que eles vão apoiar o no segundo Turno. Era só teatro mesmo! Todos chamaram o Lula de ladrão, mas agora serão cúmplice dele.
	";Neutro
"Lula criou a Lei de Liberdade Religiosa, o Dia do Evangélico e a Lei da Marcha por Jesus. Enquanto Bolsonaro, que se diz cristão, pedia votos na maçonaria e tirava fotos ao lado do Baphomet.Espalhem e vamos desmascarar esse falso cristão #Eleicoes2022 #FalsoCristão
	";Neutro
"Manooo, tão ressuscitando foto de Lula com pessoas do candomblé como se ele fosse membro da religião. E daí se ele fosse, porra??? O Candomblé é uma religião incrível! O desespero é grande viu kkkk…#Eleicoes2022 #LulaPresidente2022 #BolsonaroNoPrimeiroTurno22
	";Neutro
"Eleição para o Senado: ‘3ª via’ derrete, bolsonarismo se consolida e PT obtém avanços. Partido de Bolsonaro, PL foi o grande vencedor do domingo e terá 13 cadeiras no Senado a partir de 2023. Confira a reportagem de @LouisGomes   #Eleições2022
	";Neutro
"O curioso caso do jovem politizado comunista/socialista brasileiro, que discute com Venezuelano, Cubano ou Norte Coreano, e acha que sabe mais de comunismo do que aquele que viveu o comunismo na pele.#Eleicoes2022 #Comunismo #Capitalismo
	";Neutro
"grande parte dos candidatos da idéia de 3ª via nesse primeiro turno, agora, está seguindo com o apoio à reeleição do Bolsonaro. Após isso, a campanha do mandatário deve seguir para o Nordeste com a intenção de aumentar o anti petismo. A reeleição é iminente! #Eleicoes2022
	";Neutro
"#ForaBolsonaro #BolsonaroGenocida #Eleicoes2022 #LulaPresidente2022 #LulaDay #LulaNoSegundoTurno
	";Negativo
"O Sérgio Moro declarou voto no Bolsonaro, pois segundo ele, o Lula ""não é uma opção eleitoral, com seu governo marcado pela corrupção da democracia""Vejamos o que Sérgio Moro disse sobre o governo Bolsonaro em JAN/22Por favor, não compartilhem! 
	";Neutro
"Para o pessoal”cristão” bolsominion q está rezando pelo Brasil, continuem q está dando certo. As verdades já começaram a aparecer  #Bolsonaromaconaria #Eleicoes2022
	";Negativo
"Última vez que um Cristão votou nulo e deixou o povo decidir Jesus foi crucificado.#Eleicoes2022
	";Negativo
"Estou me sentindo traída.Defendi BOLSONARO de tudo. Estive sempre ao lado do PRESIDENTE. E agora descubro laços dele com a maçonaria. o Lamentável. #BOLSONARO #lula #eleição #DEUS #Eleicoes2022 #maçonaria #PINTOAWARDS#LulaPresidente2022
	";Neutro
"Qual Brasil você quer? #Eleicoes2022 #LulaNoSegundoTurno Bolsonaro #BolsonaroNoPrimeiroTurno22 #segundoturno
	";Negativo
"Nada contra a Maçonaria. Mas é tão engraçado ver os ""cristãos"" falando que o presidente pode ir em qualquer lugar o Lula não né? Mas tanto a Igreja Católica e a Protestante condenam a maçonaria chamam até de seita. Mais é o Messias vale passar pano. #Eleicoes2022
	";Neutro
"Eleições 2022: como institutos de pesquisa explicam Bolsonaro subestimado nas sondagens
	";Negativo
"Brasil está com 100% das urnas eleitorais apuradas. Confira em Meio Minuto. #Meio | #MeioMinuto | #Eleições2022
	";Negativo
"#maconaro nunca me enganou.Todo discurso nunca desceu, falso, dissimulado.Completamente fora dos princípios de Jesus.#decepção #muitograve #Eleicoes2022 #LulaPresidente2022
	";Negativo
"Urgente!!!O irmão e cristão Cabo Daciolo, já avisava que Bolsonaro iria governar junto a maçonaria, porém, os próprios cristãos zombavam do @CaboDacioloMaçomMuito graveSatanistaTraidor
	";Negativo
"Presidente Estadual do PT sinaliza apoio a João Azevêdo no segundo turno das Eleições 2022
	";Positivo
"Karaio que aula do Ian Neves
	";Negativo
"ANÁLISE ELEIÇÕES 2022 - PRESIDENTE | Cortes do História Pública https://youtu.be/Nm0eFesleFg via @YouTube
	";Negativo
"Filas em colégios eleitorais e votos em cédulas de papel atrasaram totalização das urnas; Lula e Bolsonaro vão ao segundo turno com 48,43% e 43,20% dos votos, respectivamente
	";Positivo
"Minha previsão pras próximas eleições:2022: lula é eleito e temos hiperinflação2026-2034: alguém de direito é eleito por conta do trauma das pessoas de 2022-262038: alguém de esquerda é eleito de novo prq as pessoas tão cansadas de votar na direita e o país não crescer
	";Neutro
"Bolsonaro que religião você vai aderir hoje? #Eleicoes2022
	";Negativo
"A questão que 14 pontos atrás é diferente de 5 pontos atrás. Bolsonaro tá mto vivo e tem tudo pra emparelhar com lular. Aposto num 52 a 48 nessas eleições no máximo
	";Neutro
" Nas redes, bolsonaristas e petistas balançam entre receio e confiança.Veja como militantes bolsonaristas e lulistas lidaram em grupos de mensagens e redes sociais com o resultado do 1º turno. #Eleições2022 Leia: https://cutt.ly/1V55V5E
	";Negativo
"Eu interpretei que ele chegaria com força e que deixaria o seu império, pois a tiragem finaliza com o Imperador. A tiragem do Lula é mais luminosa e me parece indicar a vitória. Sugiro assistir aos jogos
	";Negativo
"O vídeo do Bolsonaro pedindo votos na maçonaria não me impressionou sinceramente... O que me impressionou foi ele perder eleitores por causa disso. O que importa é que isso aumenta as chances do Lula ganhar.#Eleicoes2022
	";Neutro
"eu sou um servo do senhor e me sinto puramente enganado pelo nosso presidente que agora fez pacto com o diabo para vencer as eleições, chega de falso Messias! Anularei meu voto #Bolsonaro22 #Eleicoes2022
	";Neutro
"O resultado será publicado no NE Notícias. #Eleicoes2022 #Sergipe
	";Negativo
"Perfeito! Isso é sério,não vamos ajudar os algoritmos e nem dar palco pra quem não se deve! Vamos divulgar as propostas de verdade e combater as Fake News!  #eleicoes2022 #LulaPresidente 
	";Negativo
"Bom dia . Estou com meu amigo Valmir. Não devemos dar palco à direita. Fortalecer os laços de esquerda e engajar para o 2⁰ turno. @LulaOficial será nosso Presidente. A melhor forma de desmoralizar esses bolsominios é não dando voz aos mesmos. #LulaPresidente2022 twitter.com/HerisValmir/st…
	";Neutro
"Quero arrumar uma briga ou discussão aqui no meu tweetTema: Eleições 2022 13 vs 22Meu presidente é 22.
	";Negativo
"Os candidatos do PT à presidência e ao governo do Estado foram os preferidos pela região oeste.https://ift.tt/J2WUCap#Bolsonaro #Eleições2022 #Haddad #Lula #Tarcísio #VisãoNasEleições
	";Negativo
" Em pleno Outubro Rosa, Governo Bolsonaro acaba de cortar verba de R$78 MILHÕES contra o câncer, a doença que mais mata no país, para bancar 'orçamento secreto' em 2023, afirma o Estadão. #Eleicoes2022 FORA BOLSONARO MAÇOM GENOCIDA
	";Neutro
"Não quer palanque, mas quer os votos do PSDB. Afinal, são quase 4 milhões. Será uma transição de votos automática de Garcia para Tarcísio neste 2º turno? Ainda hoje, o governador se encontra com o presidente Jair Bolsonaro em SP#Eleições2022
	";Neutro
"O trabalho do PT em Minas vai ter que ser de uma precisão suíça de relógio. Não poderá haver equívoco ou tropeço. #Eleicoes2022 #Eleicao2022
	";Neutro
"“O PT arruinou MG. Herdamos 30bi de dívida. Pode perguntar aos 853 prefeitos. Tivemos prefeitos q renunciaram, adoeceram e suicidaram c/a gestão do PT. O PT descontou folha d funcionário público e suspendeu fundo d assistência social. O PT diverge entre discurso e prática.” Zema.
	";Negativo
"Pensando aqui essa imagem da uma boa figurinha no zap #LulaNoSegundoTurno #Eleicoes2022
	";Negativo
"#Eleicoes2022 @Zambelli2210 @mfriasoficial @BolsonaroSP @CarlosBolsonaro Material pra campanha 
	";Negativo
"Brazil's presidential election is heading to a runoff. Here’s what’s at stake.
	";Negativo
"ELEIÇÕES 2022 | Doutor em Sociologia Política destaca leve vantagem e campanha pelo ""voto útil"" desidratada 
	";Negativo
"Independente de qual será o posicionamento tomado pelo partido político em que sou filiado, o PSDB, declaro o meu apoio, individual, ao candidato a governador @Haddad_Fernando e ao candidato a presidência @LulaOficial. .#Eleições2022 #SegundoTurno #Lula #Haddad #Democracia
	";Neutro
"Minha maior felicidade nessas eleições foi o PSDB ter saído do governo de SP após mais de 20 anos, juro, pode ganhar quem for, eu estarei feliz
	";Neutro
"Saudade da era PT x PSDB. Não parecia que eu ia morrer se o inimigo ganhasse
	";Negativo
"TSE encerra apuração dos votos das eleições de 2022 após mais de 41 horas
	";Neutro
"a rosi e andre ja podem ir embora de mao dadas so tretam com coisas nada ver e sao empata foda #AFazenda #RoçaAFazenda #Eleicoes2022  #AFazenda14
	";Negativo
"Você que ficou  com o vídeo da madrugada: Esse trem já vazou lá atrás em 2018. Bolsonaro esteve diante de uma plateia pedindo voto. Só isso. A galera tá desesperada. Estão tentando mudar seu voto! Abram os olhos!Arreda pra lá, coisa ruim!#Eleicoes2022 #Bolsonaro22
	";Neutro
"Auxilio Brasil é adiantado para ser pago antes do segundo turno das eleiçõeshttps://jornalsomos.com.br/brasil/detalhe/auxilio-brasil-e-adiantado-para-ser-pago-antes-do-segundo-turno-das-eleicoes…#pagamento #beneficio #auxiliobrasil #auxiliogas #Eleicoes2022
	";Positivo
"Galera esse site a gente consegue saber aonde os candidatos conseguiram mais votos por cidade. https://noticias.uol.com.br/eleicoes/2022/apuracao/1turno/votos-por-estado/rio-de-janeiro/presidente?cidade=58076… BARRA MANSA É BOLSONARO, MAS PODEMOS MUDAR ISSO!
	";Negativo
"Apesar de rejeitar o apoio, Tarcísio disse que vai investir na busca de suporte de prefeitos tucanos e de partes do PSDB, partido de Garcia #Eleições2022
	";Neutro
"A votação de Bolsonaro no nordeste foi 20% maior que em 2018! Obrigado, Nordeste, nos livrou de Lula no 1º turno! #nordeste #bolsonaro #eleicoes2022
	";Neutro
"Presidente do Cidadania, Roberto Freire diz que apoia Lula no 2º turno; partido vai se reunir na terça | Eleições 2022 | G1
	";Positivo
"Você sabe que isso é mentira, né? A Constituição Federal não autoriza a extradição de brasileiro nato.#Eleicoes2022 #BolsonaroReeleitoEm2022
	";Negativo
"URGENTE! A justiça italiana acaba de pedir a extradição do estuprador e ex jogador Robinho! Segundo informações Bolsonaro não autorizará a extradição! A garantia de que Robinho continuará impune, faria parte de um acordo selado em troca do apoio do ex jogador ao atual presidente!
	";Neutro
"Estuda as duas religiões e me dá a resposta vc!
	";Negativo
"Passaram a vida toda chamando a Direita de racist*. Agora, deu bug no Tico e teco do esquerdista. #Eleicoes2022 #Bolsonaro22
	";Negativo
"Tenho que concordar com o moro!#Eleicoes2022
	";Negativo
"Então é sobre isso...#Bolsonaro22#LulaDay #Eleicoes2022
	";Negativo
"O caráter dos petistas é assim: zombam, minam a candidatura e agora imploram por votos numa falsa humildade. Vcs seriam capazes de apoiar o Ciro em 2026 caso dê errado novamente com o PT ou vão insistir na burrada?#prefirociro #cirogomes #ciro #turmaboa #Eleicoes2022 #forapt
	";Negativo
" #Eleições2022 Tarcísio de Freitas diz que não faria sentido ter Rodrigo Garcia (3º lugar com quase 4mi votos) em seu palanque neste 2º turno da disputa para o governo de SP. Informação do @vinipassarelli. O atual governador iria anunciar apoio hoje. #NoArNaCBN
	";Neutro
"Eu admirava tanto essa mulher, agora tudo faz sentido. Isso jamais será normalizado pela gente, pessoas de valores cristãos, inacreditável. Somos por Deus sempre.#Eleicoes2022 #EleicoesBrasil2022
	";Negativo
"Eleições 2022 Ciro Gomes vai apoiar Jair Bolsonaro -  Olha oque ele falo... https://youtube.com/watch?v=Z5vm-kc0xU4&feature=share&si=EMSIkaIECMiOmarE6JChQQ… via @YouTube
	";Negativo
"Por que a esquerda petista não utiliza campanha p fazer politização e combater hegemonia neoliberal? #Eleicoes2022
	";Negativo
"Nas eleições de 2020, a campanha de Bruno Covas, sob o mote de contra ódio e radicalismo, tentou marcar sua posição em relação à Boulos e Bolsonaro (como se fossem equivalentes). Agora em 2022, o mesmo PSDB anunciou prontamente que Rodrigo estará com Tarcísio contra Haddad.
	";Neutro
"AGORA: Ex-governador de São Paulo, João Doria, declara voto nulo neste segundo turno entre lula e Bolsonaro. #Eleições2022
	";Positivo
"Os petistas erram em ressuscitar video de Bolsonaro na maçonaria no início do segundo turno, no final da semana ninguém vai mais estar falando disso.  #Eleicoes2022 #bolsonaro #Eleicao2022
	";Positivo
"olhem isso irmãos! a bíblia já nos avisava  Deus nos proteja desse falso messias #Eleicoes2022
	";Negativo
"Apesar de o nordeste ser uma região linda, cultural e rica em turismo, é a mais pobre e defasada do país. E vai continuar sendo enquanto não se desapegarem do PT.#Eleicoes2022
	";Neutro
"Por cierto: Lula ha ganado en los dos consulados españoles: Madrid con un 52,3% y Barcelona con un 70%. En 2018, Bolsonaro ganó en Madrid y Haddad en Barcelona #eleições2022
	";Negativo
"Às 13h, em 10 minutos portanto, pronunciamento oficial de @CarlosLupiPDT para marcar o apoio do PDT a Lula no segundo turno. #Eleicoes2022
	";Positivo
"Pobre precisa de pouco e só pra sobreviver...
	";Negativo
